Product Name,Brands,Prices,Description,Reviews,remove,After comma,RAM,ROM,display,camera,Battery,Processor,
"SAMSUNG Galaxy A73 5G (Awesome Gray, 128 GB)",SAMSUNG,"41,999",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.02 cm (6.7 inch) Full HD+ Display108MP + 12MP + 5MP + 5MP | 32MP Front Camera5000 mAh Li-ion BatteryQualcomm Snapdragon 778G Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box,4.2,8 GB RAM  128 GB ROM  Expandable Upto 1 TB17.02 cm (6.7 inch) Full HD+ Display108MP + 12MP + 5MP + 5MP  32MP Front Camera5000 mAh Li-ion BatteryQualcomm Snapdragon 778G Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box,"8 GB RAM,  128 GB ROM,  Expandable Upto 1 TB17.02 cm (6.7 inch) Full HD+ Display,108MP + 12MP + 5MP + 5MP  32MP Front Camera,5000 mAh Li-ion Battery,Qualcomm Snapdragon 778G Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box",8 GB RAM,128 GB ROM,Expandable Upto 1 TB17.02 cm (6.7 inch) Full HD+ Display,108MP + 12MP + 5MP + 5MP  32MP Front Camera,5000 mAh Li-ion Battery,Qualcomm Snapdragon 778G Processor,
"Apple iPhone XR (Black, 64 GB) (Includes EarPods, Power Adapter)",Apple,"47,900",64 GB ROM15.5 cm (6.102 inch) Display12MP Rear Camera | 7MP Front CameraA12 Bionic Chip ProcessoriOS 13 Compatible1 year warranty for phone and 1 year warranty for in Box Accessories.,4.6,64 GB ROM15.5 cm (6.102 inch) Display12MP Rear Camera  7MP Front CameraA12 Bionic Chip ProcessoriOS 13 Compatible1 year warranty for phone and 1 year warranty for in Box Accessories.,"64 GB ROM,15.5 cm (6.102 inch) Display,12MP Rear Camera,  7MP Front Camera,A12 Bionic Chip Processor,iOS 13 Compatible1 year warranty for phone and 1 year warranty for in Box Accessories.",64 GB ROM,64 GB ROM,12MP Rear Camera,7MP Front Camera,A12 Bionic Chip Processor,iOS 13 Compatible1 year warranty for phone and 1 year warranty for in Box Accessories.,
"Nothing Phone (3a) (Black, 256 GB)",Nothing,"26,999",8 GB RAM | 256 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (2X Tele Photo) + 8MP (Ultra-Wide) | 32MP Front Camera5000 mAh Battery7s Gen3 Processor1 Year Manufacturing Warranty,4.5,8 GB RAM  256 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (2X Tele Photo) + 8MP (Ultra-Wide)  32MP Front Camera5000 mAh Battery7s Gen3 Processor1 Year Manufacturing Warranty,"8 GB RAM,  256 GB ROM,43.66 cm (17.19 cm) Full HD+ Display,50MP (Main) + 50MP (2X Tele Photo) + 8MP (Ultra-Wide)  32MP Front Camera,5000 mAh Battery,7s Gen3 Processor,1 Year Manufacturing Warranty",8 GB RAM,256 GB ROM,43.66 cm (17.19 cm) Full HD+ Display,50MP (Main) + 50MP (2X Tele Photo) + 8MP (Ultra-Wide)  32MP Front Camera,5000 mAh Battery,7s Gen3 Processor,
"Nothing Phone (3a) (Blue, 256 GB)",Nothing,"26,999",8 GB RAM | 256 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (2X Tele Photo) + 8MP (Ultra-Wide) | 32MP Front Camera5000 mAh Battery7s Gen3 Processor1 Year Manufacturing Warranty,4.5,8 GB RAM  256 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (2X Tele Photo) + 8MP (Ultra-Wide)  32MP Front Camera5000 mAh Battery7s Gen3 Processor1 Year Manufacturing Warranty,"8 GB RAM,  256 GB ROM,43.66 cm (17.19 cm) Full HD+ Display,50MP (Main) + 50MP (2X Tele Photo) + 8MP (Ultra-Wide)  32MP Front Camera,5000 mAh Battery,7s Gen3 Processor,1 Year Manufacturing Warranty",8 GB RAM,256 GB ROM,43.66 cm (17.19 cm) Full HD+ Display,50MP (Main) + 50MP (2X Tele Photo) + 8MP (Ultra-Wide)  32MP Front Camera,5000 mAh Battery,7s Gen3 Processor,
"Nothing Phone (3a) (White, 256 GB)",Nothing,"26,999",8 GB RAM | 256 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (2X Tele Photo) + 8MP (Ultra-Wide) | 32MP Front Camera5000 mAh Battery7s Gen3 Processor1 Year Manufacturing Warranty,4.5,8 GB RAM  256 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (2X Tele Photo) + 8MP (Ultra-Wide)  32MP Front Camera5000 mAh Battery7s Gen3 Processor1 Year Manufacturing Warranty,"8 GB RAM,  256 GB ROM,43.66 cm (17.19 cm) Full HD+ Display,50MP (Main) + 50MP (2X Tele Photo) + 8MP (Ultra-Wide)  32MP Front Camera,5000 mAh Battery,7s Gen3 Processor,1 Year Manufacturing Warranty",8 GB RAM,256 GB ROM,43.66 cm (17.19 cm) Full HD+ Display,50MP (Main) + 50MP (2X Tele Photo) + 8MP (Ultra-Wide)  32MP Front Camera,5000 mAh Battery,7s Gen3 Processor,
"vivo V30 5G (Peacock Green, 256 GB)",vivo,"33,990",12 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display50MP + 50MP | 50MP Front Camera5000 mAh Battery7 Gen 3 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.5,12 GB RAM  256 GB ROM17.22 cm (6.78 inch) Full HD+ Display50MP + 50MP  50MP Front Camera5000 mAh Battery7 Gen 3 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"12 GB RAM,  256 GB ROM,17.22 cm (6.78 inch) Full HD+ Display,50MP + 50MP  50MP Front Camera,5000 mAh Battery,7 Gen 3 Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories",12 GB RAM,256 GB ROM,17.22 cm (6.78 inch) Full HD+ Display,50MP + 50MP  50MP Front Camera,5000 mAh Battery,7 Gen 3 Processor,
"Apple iPhone SE (Black, 64 GB) (Includes EarPods, Power Adapter)",Apple,"39,900","64 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraA13 Bionic Chip with 3rd Gen Neural Engine ProcessorWater and Dust Resistant (1 meter for Upto 30 minutes, IP67)Fast Charge CapableWireless charging (Works with Qi Chargers | Qi Chargers are Sold Separately1 year warranty for phone and 1 year warranty for in Box Accessories.",4.5,"64 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera  7MP Front CameraA13 Bionic Chip with 3rd Gen Neural Engine ProcessorWater and Dust Resistant (1 meter for Upto 30 minutes, IP67)Fast Charge CapableWireless charging (Works with Qi Chargers  Qi Chargers are Sold Separately1 year warranty for phone and 1 year warranty for in Box Accessories.","64 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera,  7MP Front Camera,A13 Bionic Chip with 3rd Gen Neural Engine Processor,Water and Dust Resistant (1 meter for Upto 30 minutes, IP67)Fast Charge CapableWireless charging (Works with Qi Chargers  Qi Chargers are Sold Separately1 year warranty for phone and 1 year warranty for in Box Accessories.",64 GB ROM,64 GB ROM,12MP Rear Camera,7MP Front Camera,A13 Bionic Chip with 3rd Gen Neural Engine Processor,Water and Dust Resistant (1 meter for Upto 30 minutes,
"realme X50 Pro (Moss Green, 256 GB)",realme,"47,999",12 GB RAM | 256 GB ROM16.36 cm (6.44 inch) Full HD+ Display64MP + 12MP + 8MP + 2MP | 32MP + 8MP Dual Front Camera4200 mAh Battery5G PhoneQualcomm Snapdragon 865 Processor65W Superdart ChargeBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.4,12 GB RAM  256 GB ROM16.36 cm (6.44 inch) Full HD+ Display64MP + 12MP + 8MP + 2MP  32MP + 8MP Dual Front Camera4200 mAh Battery5G PhoneQualcomm Snapdragon 865 Processor65W Superdart ChargeBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,"12 GB RAM,  256 GB ROM,16.36 cm (6.44 inch) Full HD+ Display,64MP + 12MP + 8MP + 2MP  32MP + 8MP Dual Front Camera,4200 mAh Battery,5G PhoneQualcomm Snapdragon 865 Processor,65W Superdart ChargeBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",12 GB RAM,256 GB ROM,16.36 cm (6.44 inch) Full HD+ Display,64MP + 12MP + 8MP + 2MP  32MP + 8MP Dual Front Camera,4200 mAh Battery,5G PhoneQualcomm Snapdragon 865 Processor,
"Google Pixel 6a (Charcoal, 128 GB)",Google,"43,999",6 GB RAM | 128 GB ROM15.6 cm (6.14 inch) Full HD+ Display12.2MP + 12MP | 8MP Front Camera4410 mAh BatteryGoogle Tensor Processor1 Year Brand Warranty,4.3,6 GB RAM  128 GB ROM15.6 cm (6.14 inch) Full HD+ Display12.2MP + 12MP  8MP Front Camera4410 mAh BatteryGoogle Tensor Processor1 Year Brand Warranty,"6 GB RAM,  128 GB ROM,15.6 cm (6.14 inch) Full HD+ Display,12.2MP + 12MP  8MP Front Camera,4410 mAh Battery,Google Tensor Processor,1 Year Brand Warranty",6 GB RAM,128 GB ROM,15.6 cm (6.14 inch) Full HD+ Display,12.2MP + 12MP  8MP Front Camera,4410 mAh Battery,Google Tensor Processor,
"SAMSUNG Galaxy A73 5G (Awesome Gray, 128 GB)",SAMSUNG,"41,999",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.02 cm (6.7 inch) Full HD+ Display108MP + 12MP + 5MP + 5MP | 32MP Front Camera5000 mAh Li-ion BatteryQualcomm Snapdragon 778G Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box,4.2,8 GB RAM  128 GB ROM  Expandable Upto 1 TB17.02 cm (6.7 inch) Full HD+ Display108MP + 12MP + 5MP + 5MP  32MP Front Camera5000 mAh Li-ion BatteryQualcomm Snapdragon 778G Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box,"8 GB RAM,  128 GB ROM,  Expandable Upto 1 TB17.02 cm (6.7 inch) Full HD+ Display,108MP + 12MP + 5MP + 5MP  32MP Front Camera,5000 mAh Li-ion Battery,Qualcomm Snapdragon 778G Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box",8 GB RAM,128 GB ROM,Expandable Upto 1 TB17.02 cm (6.7 inch) Full HD+ Display,108MP + 12MP + 5MP + 5MP  32MP Front Camera,5000 mAh Li-ion Battery,Qualcomm Snapdragon 778G Processor,
"Google Pixel 7 Pro (Hazel, 128 GB)",Google,"44,999",12 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Quad HD+ Display50MP + 48MP + 12MP | 10.8MP Front Camera4926 mAh BatteryGoogle Tensor G2 Processor1 Year Domestic Warranty,4.3,12 GB RAM  128 GB ROM17.02 cm (6.7 inch) Quad HD+ Display50MP + 48MP + 12MP  10.8MP Front Camera4926 mAh BatteryGoogle Tensor G2 Processor1 Year Domestic Warranty,"12 GB RAM,  128 GB ROM,17.02 cm (6.7 inch) Quad HD+ Display,50MP + 48MP + 12MP  10.8MP Front Camera,4926 mAh Battery,Google Tensor G2 Processor,1 Year Domestic Warranty",12 GB RAM,128 GB ROM,17.02 cm (6.7 inch) Quad HD+ Display,50MP + 48MP + 12MP  10.8MP Front Camera,4926 mAh Battery,Google Tensor G2 Processor,
"Apple iPhone XR (White, 64 GB) (Includes EarPods, Power Adapter)",Apple,"47,900",64 GB ROM15.49 cm (6.1 inch) Display12MP Rear Camera | 7MP Front CameraA12 Bionic Chip ProcessoriOS 13 Compatible1 year warranty for phone and 1 year warranty for in Box Accessories.,4.6,64 GB ROM15.49 cm (6.1 inch) Display12MP Rear Camera  7MP Front CameraA12 Bionic Chip ProcessoriOS 13 Compatible1 year warranty for phone and 1 year warranty for in Box Accessories.,"64 GB ROM,15.49 cm (6.1 inch) Display,12MP Rear Camera,  7MP Front Camera,A12 Bionic Chip Processor,iOS 13 Compatible1 year warranty for phone and 1 year warranty for in Box Accessories.",64 GB ROM,64 GB ROM,12MP Rear Camera,7MP Front Camera,A12 Bionic Chip Processor,A12 Bionic Chip Processor,
"Apple iPhone XR (Yellow, 64 GB) (Includes EarPods, Power Adapter)",Apple,"47,900",64 GB ROM15.49 cm (6.1 inch) Display12MP Rear Camera | 7MP Front CameraA12 Bionic Chip ProcessoriOS 13 Compatible1 year warranty for phone and 1 year warranty for in Box Accessories.,4.6,64 GB ROM15.49 cm (6.1 inch) Display12MP Rear Camera  7MP Front CameraA12 Bionic Chip ProcessoriOS 13 Compatible1 year warranty for phone and 1 year warranty for in Box Accessories.,"64 GB ROM,15.49 cm (6.1 inch) Display,12MP Rear Camera,  7MP Front Camera,A12 Bionic Chip Processor,iOS 13 Compatible1 year warranty for phone and 1 year warranty for in Box Accessories.",64 GB ROM,64 GB ROM,12MP Rear Camera,7MP Front Camera,A12 Bionic Chip Processor,A12 Bionic Chip Processor,
"realme 13 Pro+ 5G (Emerald Green, 256 GB)",realme,"25,999",8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 50MP | 32MP Front Camera5200 mAh BatterySnapdragon 7s Gen2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.4,8 GB RAM  256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 50MP  32MP Front Camera5200 mAh BatterySnapdragon 7s Gen2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"8 GB RAM,  256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP + 8MP + 50MP  32MP Front Camera,5200 mAh Battery,Snapdragon 7s Gen2 Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories",8 GB RAM,256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP + 8MP + 50MP  32MP Front Camera,5200 mAh Battery,Snapdragon 7s Gen2 Processor,
"SAMSUNG Galaxy A36 5G (Awesome Lavender, 256 GB)",SAMSUNG,"36,999",12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP | 12MP Front Camera5000 mAh BatteryQualcomm Snapdragon 6 Gen 3 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.2,12 GB RAM  256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP  12MP Front Camera5000 mAh BatteryQualcomm Snapdragon 6 Gen 3 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"12 GB RAM,  256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP + 8MP  12MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 6 Gen 3 Processor,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories",12 GB RAM,256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP + 8MP  12MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 6 Gen 3 Processor,
"OPPO Reno 12 5G (Matte Brown, 256 GB)",OPPO,"20,999",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 2MP | 32MP Front Camera5000 mAh BatteryDimensity 7300 Energy Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.4,8 GB RAM  256 GB ROM  Expandable Upto 1 TB17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 2MP  32MP Front Camera5000 mAh BatteryDimensity 7300 Energy Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"8 GB RAM,  256 GB ROM,  Expandable Upto 1 TB17.02 cm (6.7 inch) Full HD+ Display,50MP + 8MP + 2MP  32MP Front Camera,5000 mAh Battery,Dimensity 7300 Energy Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories",8 GB RAM,256 GB ROM,Expandable Upto 1 TB17.02 cm (6.7 inch) Full HD+ Display,50MP + 8MP + 2MP  32MP Front Camera,5000 mAh Battery,Dimensity 7300 Energy Processor,
"Nothing Phone (3a) (Black, 256 GB)",Nothing,"26,999",8 GB RAM | 256 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (2X Tele Photo) + 8MP (Ultra-Wide) | 32MP Front Camera5000 mAh Battery7s Gen3 Processor1 Year Manufacturing Warranty,4.5,8 GB RAM  256 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (2X Tele Photo) + 8MP (Ultra-Wide)  32MP Front Camera5000 mAh Battery7s Gen3 Processor1 Year Manufacturing Warranty,"8 GB RAM,  256 GB ROM,43.66 cm (17.19 cm) Full HD+ Display,50MP (Main) + 50MP (2X Tele Photo) + 8MP (Ultra-Wide)  32MP Front Camera,5000 mAh Battery,7s Gen3 Processor,1 Year Manufacturing Warranty",8 GB RAM,256 GB ROM,43.66 cm (17.19 cm) Full HD+ Display,50MP (Main) + 50MP (2X Tele Photo) + 8MP (Ultra-Wide)  32MP Front Camera,5000 mAh Battery,7s Gen3 Processor,
"vivo V50 5G (Starry Night, 256 GB)",vivo,"36,999",8 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Display50MP + 50MP | 50MP Front Camera6000 mAh Battery7 Gen 3 Processor1 Year Manufacturer Warranty for Device and 6 Months Warranty for Inbox Accessories,4.5,8 GB RAM  256 GB ROM17.2 cm (6.77 inch) Display50MP + 50MP  50MP Front Camera6000 mAh Battery7 Gen 3 Processor1 Year Manufacturer Warranty for Device and 6 Months Warranty for Inbox Accessories,"8 GB RAM,  256 GB ROM,17.2 cm (6.77 inch) Display,50MP + 50MP  50MP Front Camera,6000 mAh Battery,7 Gen 3 Processor,1 Year Manufacturer Warranty for Device and 6 Months Warranty for Inbox Accessories",8 GB RAM,256 GB ROM,17.2 cm (6.77 inch) Display,50MP + 50MP  50MP Front Camera,6000 mAh Battery,7 Gen 3 Processor,
"realme GT 6 (Fluid Silver, 256 GB)",realme,"30,999",8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display50MP + 8MP + 50MP | 32MP Front Camera5500 mAh Battery8s Gen 3 Mobile Platform Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.5,8 GB RAM  256 GB ROM17.22 cm (6.78 inch) Full HD+ Display50MP + 8MP + 50MP  32MP Front Camera5500 mAh Battery8s Gen 3 Mobile Platform Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"8 GB RAM,  256 GB ROM,17.22 cm (6.78 inch) Full HD+ Display,50MP + 8MP + 50MP  32MP Front Camera,5500 mAh Battery,8s Gen 3 Mobile Platform Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories",8 GB RAM,256 GB ROM,17.22 cm (6.78 inch) Full HD+ Display,50MP + 8MP + 50MP  32MP Front Camera,5500 mAh Battery,8s Gen 3 Mobile Platform Processor,
"vivo V40 Pro 5G (Ganges Blue, 512 GB)",vivo,"55,999",12 GB RAM | 512 GB ROM17.22 cm (6.78 inch) Full HD+ Display50MP + 50MP + 50MP | 50MP Front Camera5500 mAh BatteryDimensity 9200+ Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,4.5,12 GB RAM  512 GB ROM17.22 cm (6.78 inch) Full HD+ Display50MP + 50MP + 50MP  50MP Front Camera5500 mAh BatteryDimensity 9200+ Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,"12 GB RAM,  512 GB ROM,17.22 cm (6.78 inch) Full HD+ Display,50MP + 50MP + 50MP  50MP Front Camera,5500 mAh Battery,Dimensity 9200+ Processor,1 Year Warranty on Handset and 6 Months Warranty on Accessories",12 GB RAM,512 GB ROM,17.22 cm (6.78 inch) Full HD+ Display,50MP + 50MP + 50MP  50MP Front Camera,5500 mAh Battery,Dimensity 9200+ Processor,
"SAMSUNG Galaxy S23 5G (Cream, 256 GB)",SAMSUNG,"49,999",8 GB RAM | 256 GB ROM15.49 cm (6.1 inch) Full HD+ Display50MP + 10MP + 12MP | 12MP Front Camera3900 mAh Lithium Ion BatteryQualcomm Snapdragon 8 Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,4.6,8 GB RAM  256 GB ROM15.49 cm (6.1 inch) Full HD+ Display50MP + 10MP + 12MP  12MP Front Camera3900 mAh Lithium Ion BatteryQualcomm Snapdragon 8 Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,"8 GB RAM,  256 GB ROM,15.49 cm (6.1 inch) Full HD+ Display,50MP + 10MP + 12MP  12MP Front Camera,3900 mAh Lithium Ion Battery,Qualcomm Snapdragon 8 Gen 2 Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories",8 GB RAM,256 GB ROM,15.49 cm (6.1 inch) Full HD+ Display,50MP + 10MP + 12MP  12MP Front Camera,3900 mAh Lithium Ion Battery,Qualcomm Snapdragon 8 Gen 2 Processor,
"Tecno Phantom X2 (Moonlight Silver, 256 GB)",Tecno,"38,968",8 GB RAM | 256 GB ROM17.27 cm (6.8 inch) Display64MP Rear Camera5160 mAh Battery12 months on smart phone & 6 months on accessories in the box domestic warranty,4,8 GB RAM  256 GB ROM17.27 cm (6.8 inch) Display64MP Rear Camera5160 mAh Battery12 months on smart phone & 6 months on accessories in the box domestic warranty,"8 GB RAM,  256 GB ROM,17.27 cm (6.8 inch) Display,64MP Rear Camera,5160 mAh Battery,12 months on smart phone & 6 months on accessories in the box domestic warranty",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,
"IQOO NEO9 PRO (Fiery Red, 256 GB)",IQOO,"37,249",12 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Display50MP Rear Camera5160 mAh Battery1 Year,4.5,12 GB RAM  256 GB ROM17.22 cm (6.78 inch) Display50MP Rear Camera5160 mAh Battery1 Year,"12 GB RAM,  256 GB ROM,17.22 cm (6.78 inch) Display,50MP Rear Camera,5160 mAh Battery,1 Year",12 GB RAM,256 GB ROM,17.22 cm (6.78 inch) Display,50MP Rear Camera,5160 mAh Battery,50MP Rear Camera,
"OnePlus 10 Pro 5G (Emeald Forest, 256 GB)",OnePlus,"39,710",12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Display48MP Rear Camera | 32MP Front Camera5000 mAh Battery12 months,3.9,12 GB RAM  256 GB ROM17.02 cm (6.7 inch) Display48MP Rear Camera  32MP Front Camera5000 mAh Battery12 months,"12 GB RAM,  256 GB ROM,17.02 cm (6.7 inch) Display,48MP Rear Camera,  32MP Front Camera,5000 mAh Battery,12 months",12 GB RAM,256 GB ROM,17.02 cm (6.7 inch) Display,48MP Rear Camera,5000 mAh Battery,5000 mAh Battery,
"IQOO Neo9 Pro (Fiery Red, 256 GB)",IQOO,"37,877",8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Display50MP Rear Camera5160 mAh Battery1 Year,4.5,8 GB RAM  256 GB ROM17.22 cm (6.78 inch) Display50MP Rear Camera5160 mAh Battery1 Year,"8 GB RAM,  256 GB ROM,17.22 cm (6.78 inch) Display,50MP Rear Camera,5160 mAh Battery,1 Year",8 GB RAM,256 GB ROM,17.22 cm (6.78 inch) Display,50MP Rear Camera,5160 mAh Battery,1 Year,
"vivo V30 5G (Andaman Blue, 256 GB)",vivo,"31,449",8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display50MP + 50MP | 50MP Front Camera5000 mAh Battery7 Gen 3 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.5,8 GB RAM  256 GB ROM17.22 cm (6.78 inch) Full HD+ Display50MP + 50MP  50MP Front Camera5000 mAh Battery7 Gen 3 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"8 GB RAM,  256 GB ROM,17.22 cm (6.78 inch) Full HD+ Display,50MP + 50MP  50MP Front Camera,5000 mAh Battery,7 Gen 3 Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories",8 GB RAM,256 GB ROM,17.22 cm (6.78 inch) Full HD+ Display,50MP + 50MP  50MP Front Camera,5000 mAh Battery,7 Gen 3 Processor,
"OnePlus Nord 3 5G (Misty Green, 256 GB)",OnePlus,"37,630",16 GB RAM | 256 GB ROM17.12 cm (6.74 inch) Display50MP Rear Camera5000 mAh BatteryDomestic 1 Year of Device & 6 Months for In-Box Accessories,4.4,16 GB RAM  256 GB ROM17.12 cm (6.74 inch) Display50MP Rear Camera5000 mAh BatteryDomestic 1 Year of Device & 6 Months for In-Box Accessories,"16 GB RAM,  256 GB ROM,17.12 cm (6.74 inch) Display,50MP Rear Camera,5000 mAh Battery,Domestic 1 Year of Device & 6 Months for In-Box Accessories",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,
"SAMSUNG Galaxy S22 5G (Phantom White, 128 GB)",SAMSUNG,"37,299",8 GB RAM | 128 GB ROM15.49 cm (6.1 inch) Full HD+ Display50MP + 12MP + 10MP | 10MP Front Camera3700 mAh Lithium-ion BatterySnapdragon 8 Gen 1 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,4.4,8 GB RAM  128 GB ROM15.49 cm (6.1 inch) Full HD+ Display50MP + 12MP + 10MP  10MP Front Camera3700 mAh Lithium-ion BatterySnapdragon 8 Gen 1 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,"8 GB RAM,  128 GB ROM,15.49 cm (6.1 inch) Full HD+ Display,50MP + 12MP + 10MP  10MP Front Camera,3700 mAh Lithium-ion Battery,Snapdragon 8 Gen 1 Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories",8 GB RAM,128 GB ROM,15.49 cm (6.1 inch) Full HD+ Display,50MP + 12MP + 10MP  10MP Front Camera,3700 mAh Lithium-ion Battery,Snapdragon 8 Gen 1 Processor,
"SAMSUNG Galaxy S23 FE (Purple, 256 GB)",SAMSUNG,"37,999",8 GB RAM | 256 GB ROM16.26 cm (6.4 inch) Full HD+ Display50MP + 12MP | 10MP Front Camera4500 mAh BatteryExynos 2200 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.4,8 GB RAM  256 GB ROM16.26 cm (6.4 inch) Full HD+ Display50MP + 12MP  10MP Front Camera4500 mAh BatteryExynos 2200 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"8 GB RAM,  256 GB ROM,16.26 cm (6.4 inch) Full HD+ Display,50MP + 12MP  10MP Front Camera,4500 mAh Battery,Exynos 2200 Processor,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories",8 GB RAM,256 GB ROM,16.26 cm (6.4 inch) Full HD+ Display,50MP + 12MP  10MP Front Camera,4500 mAh Battery,Exynos 2200 Processor,
"realme GT 6T 5G (Razor Green, 512 GB)",realme,"44,990",12 GB RAM | 512 GB ROM17.22 cm (6.78 inch) Display50MP Rear Camera5500 mAh Battery1 Year,4.5,12 GB RAM  512 GB ROM17.22 cm (6.78 inch) Display50MP Rear Camera5500 mAh Battery1 Year,"12 GB RAM,  512 GB ROM,17.22 cm (6.78 inch) Display,50MP Rear Camera,5500 mAh Battery,1 Year",12 GB RAM,512 GB ROM,17.22 cm (6.78 inch) Display,50MP Rear Camera,5500 mAh Battery,1 Year,
